504.993735,-123.998947,-145.980488
505.011540,-123.996256,-145.996614
505.001297,-123.992582,-145.977720
505.012290,-124.013768,-145.997534
505.004245,-124.015829,-146.011219
505.007161,-123.998439,-146.000881
505.005719,-124.002640,-145.981087
505.010458,-123.984227,-145.990510
504.994826,-123.994485,-145.999929
505.014724,-123.994343,-145.995989
505.011793,-123.999958,-145.995463
505.003700,-123.991611,-146.003431
504.991454,-124.005715,-145.986845
504.996959,-124.015848,-146.003612
504.980812,-123.996709,-146.007215
504.985937,-123.984776,-146.006634
504.995710,-123.994935,-146.010073
504.995776,-123.992235,-146.007936
505.006902,-124.007857,-146.000297
504.987086,-124.005080,-145.994544
504.994174,-125.010249,-145.977679
505.003633,-125.002586,-146.000884
505.005578,-124.992136,-145.995989
504.993959,-125.997764,-146.011763
504.993104,-126.001749,-145.998815
505.009720,-127.003144,-146.010931
504.001999,-128.987553,-145.998829
503.999879,-130.989136,-146.008464
503.991402,-132.995159,-146.014941
502.989789,-135.002412,-146.012553
502.989106,-137.010963,-146.004035
502.004091,-140.005759,-146.010639
501.994656,-142.987817,-146.000629
502.005535,-145.979101,-145.997984
500.988508,-149.993321,-146.001711
499.995852,-152.996580,-145.993719
499.003776,-157.999379,-144.996225
497.994149,-162.001886,-144.999235
495.997823,-166.985356,-144.995562
496.005177,-172.003242,-144.991696
493.997402,-176.990083,-145.001340
492.982783,-183.004458,-144.006547
490.997183,-187.994517,-144.006289
490.993609,-194.008154,-143.007178
488.989700,-200.006465,-141.999668
487.006607,-206.004403,-141.003708
484.991273,-211.014441,-139.986146
483.983976,-216.999082,-137.998193
482.005734,-222.999936,-136.986942
480.030531,-228.986568,-134.007356
479.005905,-235.015897,-131.996933
476.991377,-241.993621,-128.986809
474.995623,-246.988735,-126.009112
473.996606,-253.007971,-121.990541
472.009541,-259.005169,-118.001286
470.009646,-263.991009,-114.025049
469.009185,-269.005846,-108.982111
468.017291,-273.993751,-103.991796
465.997871,-278.013356,-98.992033
463.992570,-282.010700,-94.013621
462.995419,-285.985105,-87.981930
461.999335,-290.007755,-81.987801
461.002365,-292.999151,-75.999147
460.016265,-296.004633,-70.004123
459.006198,-298.004765,-63.993027
457.993048,-300.010948,-56.991201
458.017491,-301.011337,-50.000594
458.006499,-301.999633,-43.006522
457.980968,-303.013027,-36.995577
458.012491,-303.016370,-29.002395
458.002730,-301.996067,-21.983931
458.004384,-302.012837,-15.021292
458.013230,-301.003604,-7.996664
457.995469,-300.003312,-1.004114
457.992158,-298.987619,6.006603
457.976322,-295.009841,20.013157
457.999511,-292.988122,26.995401
459.007343,-290.013505,33.998427
459.994258,-287.006488,41.008059
459.999154,-282.993516,46.994111
461.019422,-278.995132,52.992689
462.008546,-274.994334,58.995995
462.974413,-271.004082,65.031096
463.995810,-266.009038,70.003277
464.975614,-260.991551,76.010261
465.990538,-256.003081,81.000941
468.003200,-249.980768,85.995685
468.995101,-245.004836,90.000464
469.011367,-238.993876,93.993438
470.990911,-232.004782,98.995161
473.020660,-225.994324,101.998116
474.004741,-218.989445,106.006113
475.004206,-213.005921,109.009269
475.991408,-206.001339,112.021983
478.012659,-199.003843,114.991621
479.001306,-192.005055,117.986385
479.991599,-184.992838,119.994470
482.005441,-177.003086,121.995928
483.011449,-170.000116,123.012240
484.995485,-163.005693,124.003426
485.989947,-155.006946,124.995634
486.991794,-148.008119,125.002558
488.995501,-139.976658,125.002172
491.002221,-132.990405,124.992865
490.996171,-125.018622,124.010234
492.995102,-118.004359,123.011013
494.001588,-110.006005,121.992576
495.984469,-102.008480,121.007069
495.999412,-93.990405,118.994176
496.999826,-86.008230,118.004282
498.007387,-79.036779,116.992157
498.996766,-71.005204,115.012441
499.995272,-63.019581,113.017228
501.007542,-56.013743,111.998664
500.997835,-48.993665,110.002594
501.984380,-40.995990,107.009882
501.987288,-33.988388,105.011534
502.010908,-27.018370,103.001163
502.004122,-20.002395,101.014172
501.995798,-13.008364,99.015215
501.992867,-7.012404,96.005902
503.007138,0.003438,93.014506
503.006849,5.003718,89.999066
503.000592,10.998827,87.000830
502.998129,15.995113,83.995050
502.989372,21.996597,79.992465
503.000201,26.998180,76.004562
503.012369,32.001405,71.999515
503.002930,37.005788,68.002117
504.014327,41.000001,62.974810
504.005970,45.000333,58.011318
504.006186,48.992472,52.991246
503.989045,52.995581,48.003510
504.006265,56.010225,43.006593
504.005388,59.002458,36.999031
504.990587,62.011436,32.008928
505.012677,63.983276,25.996492
505.004586,65.981706,19.988678
504.989204,68.000464,13.998024
505.997491,69.004294,8.005237
506.011590,70.012016,0.994437
505.998970,70.980212,-4.010732
506.021583,72.004920,-9.978713
506.975631,71.987777,-16.996668
507.016967,72.008257,-22.994289
507.004001,71.993657,-28.994706
507.003442,70.996988,-36.019914
507.000360,70.008696,-42.008159
506.999178,69.011167,-47.979791
508.000847,67.000497,-53.988221
507.992581,64.993409,-60.012848
509.009272,62.996170,-66.000592
508.998859,61.013989,-70.997074
509.003390,58.024073,-76.987949
509.988732,54.998949,-81.981696
510.006356,52.007447,-87.984121
509.988794,48.002675,-92.998402
510.990972,44.009065,-98.007765
510.972899,39.988313,-103.011240
511.996109,30.998312,-112.009171
511.994491,25.997564,-117.006386
512.998791,20.989064,-121.026129
512.991907,16.000182,-125.001030
513.015837,9.992513,-128.998036
513.004863,3.992483,-132.005640
512.996640,-1.006219,-135.002382
513.007977,-6.998754,-138.003660
513.005586,-12.999683,-140.998159
513.007404,-20.009279,-142.988678
514.016103,-26.003769,-145.996399
513.996844,-32.994837,-148.004470
514.002730,-40.000952,-148.999706
514.001159,-47.007347,-150.999019
513.996775,-53.997788,-152.004389
514.002706,-60.018567,-152.995659
512.994084,-66.992402,-154.006261
512.993289,-74.007226,-155.002414
513.011162,-81.003327,-156.001202
512.994741,-87.998204,-156.021635
512.997752,-93.981980,-155.983370
513.002484,-99.995754,-156.009718
512.001270,-106.991603,-156.001104
512.004637,-112.998122,-156.011715
510.999076,-117.998117,-156.007133
510.990321,-123.002492,-154.990190
509.989186,-127.994876,-155.013453
509.999039,-133.008448,-154.993925
509.005202,-137.003807,-154.011249
508.995873,-141.013324,-154.010361
507.996002,-143.999545,-152.977522
508.019851,-148.003990,-153.021837
507.005548,-151.008944,-152.993784
506.990538,-154.008675,-151.992923
506.995130,-156.991657,-152.009391
507.004196,-159.001055,-150.996332
507.002117,-161.006183,-150.996037
506.999489,-162.994478,-151.000327
506.982789,-163.999253,-149.993743
506.980196,-165.001708,-149.998909
506.006621,-167.003312,-150.023107
505.994626,-168.003094,-150.014924
505.986652,-169.013871,-149.987593
505.990106,-170.004105,-149.995904
505.986687,-169.983428,-150.005240
505.999663,-170.996008,-149.993247
506.006159,-171.983191,-150.009837
506.000519,-171.990343,-149.013466
507.006560,-172.002770,-148.999426
507.001303,-172.992136,-149.006697
507.012328,-173.000346,-148.993692
506.987607,-172.995140,-149.007927
506.993323,-173.014775,-148.997211
507.005289,-173.005767,-148.991128
507.021580,-173.004410,-149.000721
506.985452,-173.019151,-148.984493
506.982708,-172.994419,-149.009530
507.009621,-172.986458,-149.001456
506.982534,-172.990222,-149.008868
507.008158,-173.006206,-149.003065
506.990959,-172.996926,-148.989384
507.013360,-171.994305,-148.983793
506.994897,-171.991416,-149.012674
507.996660,-171.979428,-148.990115
507.994670,-170.983725,-148.993418
507.987846,-170.999881,-149.006620
507.990372,-171.009271,-149.001490
508.018134,-169.982586,-148.994075
