254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-484.063680,-324.931335
254.131200,-485.007274,-324.931335
254.131200,-485.007274,-324.931335
253.006726,-485.007274,-324.931335
253.006726,-485.007274,-324.931335
251.882252,-485.007274,-324.931335
251.882252,-485.950868,-324.931335
250.757777,-485.950868,-324.931335
249.633303,-486.894462,-324.931335
247.384354,-487.838056,-324.931335
246.259880,-488.781650,-324.931335
245.135406,-489.725244,-324.931335
242.886457,-490.668838,-324.931335
239.513034,-491.612432,-324.931335
238.388560,-492.556025,-324.931335
235.015137,-494.443213,-323.774996
232.766188,-495.386807,-323.774996
230.517239,-496.330401,-323.774996
226.019342,-498.217589,-323.774996
222.645919,-500.104777,-323.774996
220.396970,-501.991965,-323.774996
214.774599,-503.879153,-323.774996
211.401176,-505.766340,-322.618656
208.027752,-507.653528,-321.462317
202.405381,-510.484310,-320.305978
199.031958,-512.371498,-319.149639
194.534060,-515.202280,-317.993299
188.911689,-518.033061,-315.680621
184.413791,-519.920249,-313.367942
179.915894,-522.751031,-309.898925
174.293522,-526.525407,-307.586246
169.795625,-529.356188,-304.117228
164.173253,-532.186970,-300.648210
158.550882,-535.017752,-296.022853
152.928510,-537.848534,-291.397496
148.430613,-541.622909,-286.772139
142.808241,-544.453691,-280.990443
138.310344,-547.284473,-275.208746
132.687972,-550.115255,-269.427050
128.190075,-552.946036,-262.489014
122.567703,-555.776818,-255.550979
118.069805,-558.607600,-248.612943
113.571908,-561.438382,-240.518568
109.074011,-564.269163,-232.424193
105.700588,-566.156351,-224.329818
97.829267,-570.874321,-205.828390
95.580319,-572.761509,-197.734015
93.331370,-574.648696,-187.326962
91.082421,-576.535884,-178.076248
89.957947,-578.423072,-167.669194
88.833473,-579.366666,-158.418480
86.584524,-580.310260,-148.011427
85.460050,-581.253854,-137.604373
85.460050,-582.197448,-127.197320
85.460050,-583.141042,-116.790266
85.460050,-583.141042,-106.383213
85.460050,-584.084636,-95.976159
86.584524,-584.084636,-86.725445
86.584524,-584.084636,-76.318392
88.833473,-583.141042,-67.067678
89.957947,-583.141042,-56.660624
91.082421,-582.197448,-47.409910
93.331370,-581.253854,-38.159196
95.580319,-580.310260,-28.908482
97.829267,-579.366666,-20.814107
100.078216,-577.479478,-11.563393
103.451639,-576.535884,-3.469018
106.825062,-574.648696,3.469018
109.074011,-572.761509,10.407053
113.571908,-570.874321,18.501428
115.820857,-568.987133,25.439464
120.318754,-567.099945,32.377500
123.692177,-564.269163,38.159196
128.190075,-562.381975,45.097232
132.687972,-559.551194,49.722589
137.185869,-557.664006,55.504285
141.683767,-554.833224,61.285981
146.181664,-552.002442,65.911338
151.804036,-549.171661,69.380356
156.301933,-546.340879,74.005713
160.799830,-542.566503,77.474731
166.422202,-539.735721,80.943749
170.920099,-536.904940,83.256427
176.542471,-533.130564,85.569106
183.289317,-530.299782,89.038124
188.911689,-526.525407,91.350802
194.534060,-522.751031,92.507142
200.156432,-519.920249,94.819820
205.778804,-516.145873,95.976159
211.401176,-512.371498,98.288838
217.023547,-507.653528,99.445177
223.770393,-503.879153,101.757856
229.392765,-500.104777,102.914195
236.139611,-495.386807,104.070534
241.761983,-491.612432,105.226874
248.508829,-486.894462,106.383213
254.131200,-483.120086,107.539552
260.878046,-478.402117,107.539552
266.500418,-473.684147,108.695891
273.247264,-468.966178,108.695891
278.869636,-464.248208,108.695891
285.616482,-459.530238,108.695891
291.238853,-454.812269,107.539552
297.985700,-450.094299,106.383213
303.608071,-445.376330,105.226874
309.230443,-440.658360,104.070534
315.977289,-434.996796,102.914195
321.599661,-430.278827,100.601517
328.346507,-425.560857,98.288838
333.968878,-420.842888,95.976159
339.591250,-416.124918,93.663481
345.213622,-411.406948,90.194463
350.835993,-405.745385,86.725445
357.582839,-401.027415,82.100088
363.205211,-396.309446,78.631070
367.703108,-391.591476,72.849374
373.325480,-386.873507,68.224017
380.072326,-382.155537,62.442321
385.694698,-377.437567,57.816964
390.192595,-372.719598,50.878928
394.690493,-368.001628,45.097232
399.188390,-363.283659,39.315535
404.810762,-358.565689,32.377500
409.308659,-354.791313,25.439464
412.682082,-350.073344,18.501428
417.179979,-345.355374,10.407053
420.553402,-341.580999,3.469018
423.926825,-336.863029,-3.469018
428.424723,-333.088653,-11.563393
430.673671,-329.314278,-18.501428
434.047094,-325.539902,-26.595803
436.296043,-321.765526,-35.846517
439.669466,-317.991151,-43.940892
441.918415,-314.216775,-52.035267
444.167363,-310.442399,-61.285981
446.416312,-307.611617,-69.380356
447.540786,-304.780836,-77.474731
450.914209,-299.119272,-94.819820
452.038684,-296.288490,-102.914195
453.163158,-293.457709,-112.164909
453.163158,-291.570521,-120.259284
453.163158,-288.739739,-128.353659
454.287632,-286.852551,-136.448034
454.287632,-284.965363,-144.542409
454.287632,-283.078176,-152.636784
453.163158,-282.134582,-160.731159
453.163158,-281.190988,-168.825534
453.163158,-280.247394,-176.919908
453.163158,-279.303800,-183.857944
452.038684,-278.360206,-191.952319
450.914209,-278.360206,-198.890355
449.789735,-278.360206,-206.984729
447.540786,-278.360206,-213.922765
447.540786,-278.360206,-220.860801
445.291838,-279.303800,-226.642497
443.042889,-280.247394,-233.580533
440.793940,-281.190988,-240.518568
439.669466,-283.078176,-246.300265
